GME00120946,19490101,TMAX,54,,,E,
GME00120946,19490102,TMAX,54,,,E,
GME00120946,19490103,TMAX,20,,,E,
GME00120946,19490104,TMAX,8,,,E,
GME00120946,19490105,TMAX,37,,,E,
GME00120946,19490106,TMAX,55,,,E,
GME00120946,19490107,TMAX,54,,,E,
GME00120946,19490108,TMAX,10,,,E,
GME00120946,19490109,TMAX,-12,,,E,
GME00120946,19490110,TMAX,-34,,,E,
GME00120946,19490111,TMAX,-20,,,E,
GME00120946,19490112,TMAX,-22,,,E,
GME00120946,19490113,TMAX,-18,,,E,
GME00120946,19490114,TMAX,-4,,,E,
GME00120946,19490115,TMAX,6,,,E,
GME00120946,19490116,TMAX,40,,,E,
GME00120946,19490117,TMAX,30,,,E,
GME00120946,19490118,TMAX,30,,,E,
GME00120946,19490119,TMAX,48,,,E,
GME00120946,19490120,TMAX,30,,,E,
GME00120946,19490121,TMAX,23,,,E,
GME00120946,19490122,TMAX,8,,,E,
GME00120946,19490123,TMAX,5,,,E,
GME00120946,19490124,TMAX,46,,,E,
GME00120946,19490125,TMAX,23,,,E,
GME00120946,19490126,TMAX,94,,,E,
GME00120946,19490127,TMAX,74,,,E,
GME00120946,19490128,TMAX,112,,,E,
GME00120946,19490129,TMAX,109,,,E,
GME00120946,19490130,TMAX,82,,,E,
GME00120946,19490131,TMAX,-1,,,E,
GME00120946,19490101,TMIN,-14,,,E,
GME00120946,19490102,TMIN,-2,,,E,
GME00120946,19490103,TMIN,-12,,,E,
GME00120946,19490104,TMIN,-20,,,E,
GME00120946,19490105,TMIN,-24,,,E,
GME00120946,19490106,TMIN,-17,,,E,
GME00120946,19490107,TMIN,-17,,,E,
GME00120946,19490108,TMIN,-54,,,E,
GME00120946,19490109,TMIN,-64,,,E,
GME00120946,19490110,TMIN,-68,,,E,
GME00120946,19490111,TMIN,-90,,,E,
GME00120946,19490112,TMIN,-54,,,E,
GME00120946,19490113,TMIN,-69,,,E,
GME00120946,19490114,TMIN,-74,,,E,
GME00120946,19490115,TMIN,-6,,,E,
GME00120946,19490116,TMIN,-14,,,E,
GME00120946,19490117,TMIN,2,,,E,
GME00120946,19490118,TMIN,6,,,E,
GME00120946,19490119,TMIN,26,,,E,
GME00120946,19490120,TMIN,13,,,E,
GME00120946,19490121,TMIN,-5,,,E,
GME00120946,19490122,TMIN,-40,,,E,
GME00120946,19490123,TMIN,-61,,,E,
GME00120946,19490124,TMIN,-62,,,E,
GME00120946,19490125,TMIN,-24,,,E,
GME00120946,19490126,TMIN,-44,,,E,
GME00120946,19490127,TMIN,-6,,,E,
GME00120946,19490128,TMIN,0,,,E,
GME00120946,19490129,TMIN,-20,,,E,
GME00120946,19490130,TMIN,-26,,,E,
GME00120946,19490131,TMIN,-40,,,E,
GME00120946,19490101,PRCP,120,,,E,
GME00120946,19490102,PRCP,151,,,E,
GME00120946,19490103,PRCP,0,,,E,
GME00120946,19490104,PRCP,0,,,E,
GME00120946,19490105,PRCP,0,,,E,
GME00120946,19490106,PRCP,0,,,E,
GME00120946,19490107,PRCP,0,,,E,
GME00120946,19490108,PRCP,1,,,E,
GME00120946,19490109,PRCP,0,,,E,
GME00120946,19490110,PRCP,0,,,E,
GME00120946,19490111,PRCP,13,,,E,
GME00120946,19490112,PRCP,62,,,E,
GME00120946,19490113,PRCP,0,,,E,
GME00120946,19490114,PRCP,81,,,E,
GME00120946,19490115,PRCP,35,,,E,
GME00120946,19490116,PRCP,61,,,E,
GME00120946,19490117,PRCP,185,,,E,
GME00120946,19490118,PRCP,71,,,E,
GME00120946,19490119,PRCP,1,,,E,
GME00120946,19490120,PRCP,93,,,E,
GME00120946,19490121,PRCP,210,,,E,
GME00120946,19490122,PRCP,32,,,E,
GME00120946,19490123,PRCP,0,,,E,
GME00120946,19490124,PRCP,0,,,E,
GME00120946,19490125,PRCP,0,,,E,
GME00120946,19490126,PRCP,0,,,E,
GME00120946,19490127,PRCP,0,,,E,
GME00120946,19490128,PRCP,0,,,E,
GME00120946,19490129,PRCP,0,,,E,
