GME00124498,19490101,TMAX,125,,,E,
GME00124498,19490102,TMAX,105,,,E,
GME00124498,19490103,TMAX,85,,,E,
GME00124498,19490104,TMAX,60,,,E,
GME00124498,19490105,TMAX,76,,,E,
GME00124498,19490106,TMAX,50,,,E,
GME00124498,19490107,TMAX,-7,,,E,
GME00124498,19490108,TMAX,8,,,E,
GME00124498,19490109,TMAX,38,,,E,
GME00124498,19490110,TMAX,22,,,E,
GME00124498,19490111,TMAX,20,,,E,
GME00124498,19490112,TMAX,24,,,E,
GME00124498,19490113,TMAX,35,,,E,
GME00124498,19490114,TMAX,37,,,E,
GME00124498,19490115,TMAX,58,,,E,
GME00124498,19490116,TMAX,83,,,E,
GME00124498,19490117,TMAX,79,,,E,
GME00124498,19490118,TMAX,82,,,E,
GME00124498,19490119,TMAX,97,,,E,
GME00124498,19490120,TMAX,85,,,E,
GME00124498,19490121,TMAX,67,,,E,
GME00124498,19490122,TMAX,70,,,E,
GME00124498,19490123,TMAX,69,,,E,
GME00124498,19490124,TMAX,86,,,E,
GME00124498,19490125,TMAX,75,,,E,
GME00124498,19490126,TMAX,70,,,E,
GME00124498,19490127,TMAX,16,,,E,
GME00124498,19490128,TMAX,-16,,,E,
GME00124498,19490129,TMAX,-20,,,E,
GME00124498,19490130,TMAX,-16,,,E,
GME00124498,19490131,TMAX,39,,,E,
GME00124498,19490101,TMIN,50,,,E,
GME00124498,19490102,TMIN,24,,,E,
GME00124498,19490103,TMIN,15,,,E,
GME00124498,19490104,TMIN,10,,,E,
GME00124498,19490105,TMIN,9,,,E,
GME00124498,19490106,TMIN,-15,,,E,
GME00124498,19490107,TMIN,-25,,,E,
GME00124498,19490108,TMIN,-22,,,E,
GME00124498,19490109,TMIN,-15,,,E,
GME00124498,19490110,TMIN,-40,,,E,
GME00124498,19490111,TMIN,-70,,,E,
GME00124498,19490112,TMIN,-6,,,E,
GME00124498,19490113,TMIN,-16,,,E,
GME00124498,19490114,TMIN,-26,,,E,
GME00124498,19490115,TMIN,25,,,E,
GME00124498,19490116,TMIN,16,,,E,
GME00124498,19490117,TMIN,49,,,E,
GME00124498,19490118,TMIN,56,,,E,
GME00124498,19490119,TMIN,65,,,E,
GME00124498,19490120,TMIN,51,,,E,
GME00124498,19490121,TMIN,40,,,E,
GME00124498,19490122,TMIN,-2,,,E,
GME00124498,19490123,TMIN,-31,,,E,
GME00124498,19490124,TMIN,-37,,,E,
GME00124498,19490125,TMIN,-6,,,E,
GME00124498,19490126,TMIN,-36,,,E,
